"IdDocAdj";"IdNormativa";"Documento";"Ruta";"Formato";"Titulo";"Detalle";"Descripción";"Idioma";"CreadoPor";"FCreado";"ModificadoPor";"FModificado"
729;713;"2016009400071300000729.pdf";"\2016";"pdf";"Acuerdo de objetivos del Plan Ambiental de la UPV para 2016 (CG 10-03-2016) - BOUPV 94.pdf";;"Acuerdo de objetivos del Plan Ambiental de la UPV para 2016";;"p4c0b43n4";28/2/2021 17:58:33;"p4c0b43n4";28/2/2021 17:58:33
730;714;"2016009400071400000730.pdf";"\2016";"pdf";"Acuerdo de elección representante estudiantes del Consejo de Gobierno en Consejo Social (CG 10-03-2016) - BOUPV 94.pdf";;"Acuerdo de elección de representante de los estudiantes del Consejo de Gobierno en el Consejo Social";;"p4c0b43n4";28/2/2021 18:00:06;"p4c0b43n4";28/2/2021 18:00:06
731;715;"2016009400071500000731.pdf";"\2016";"pdf";"Acuerdo de elección representante de estudiantes el Consejo Valenciano de Universidades (CG 10-03-2016) - BOUPV 94.pdf";;"Acuerdo de elección del representante de los estudiantes en el Consejo Valenciano de Universidades";;"p4c0b43n4";28/2/2021 18:00:40;"p4c0b43n4";28/2/2021 18:00:40
732;716;"2016009400071600000732.pdf";"\2016";"pdf";"Acuerdo de adecuación de diversas Comisiones del Consejo de Gobierno (CG 10-03-2016) - BOUPV 94.pdf";;"Acuerdo de adecuación de diversas Comisiones del Consejo de Gobierno";;"p4c0b43n4";28/2/2021 18:01:41;"p4c0b43n4";28/2/2021 18:01:41
733;717;"2016009400071700000733.pdf";"\2016";"pdf";"Acuerdo de adecuación de la Comisión Permanente del Dep de Comunicaciones - BOUPV 94.pdf";;"Acuerdo de adecuación de la Comisión Permanente del Departamento de Comunicaciones";;"p4c0b43n4";28/2/2021 18:02:48;"p4c0b43n4";28/2/2021 18:02:48
734;718;"2016009400071800000734.pdf";"\2016";"pdf";"Acuerdo de adecuación de la Comisión Ambiental de la UPV (CG 10-03-2016) - BOUPV 94.pdf";;"Acuerdo de adecuación de la Comisión Ambiental de la UPV";;"p4c0b43n4";28/2/2021 18:03:36;"p4c0b43n4";28/2/2021 18:03:36
735;719;"2016009500071900000735.pdf";"\2016";"pdf";"Acuerdos del Consejo de Gobierno del día 28 de abril de 2016 (CG 28-04-2016) - BOUPV 95.pdf";;"Acuerdos del Consejo de Gobierno del día 28 de abril de 2016";;"p4c0b43n4";28/2/2021 18:49:09;"p4c0b43n4";28/2/2021 18:49:09
736;720;"2016009500072000000736.pdf";"\2016";"pdf";"Acuerdo en relación a la escuela infantil para el curso 2016-2017 (CG 28-04-2016) - BOUPV 95.pdf";;"Acuerdo en relación a la escuela infantil para el curso 2016-2017";;"p4c0b43n4";28/2/2021 18:49:44;"p4c0b43n4";28/2/2021 18:49:44
737;721;"2016009500072100000737.pdf";"\2016";"pdf";"Acuerdo de tarifa por prestación, por el Área de Acción Internacional, de servicios no académicos (CG 28-04-2016) - BOUPV 95.pdf";;"Acuerdo de tarifa por prestación, por el Área de Acción Internacional, de servicios no académicos derivados de Convenios Específicos con instituciones no nacionales";;"p4c0b43n4";28/2/2021 18:50:17;"p4c0b43n4";28/2/2021 18:50:17
738;722;"2016009500072200000738.pdf";"\2016";"pdf";"Acuerdo de adecuación de la Junta Electoral (CG 28-04-2016) - BOUPV 95.pdf";;"Acuerdo de adecuación de la Junta Electoral";;"p4c0b43n4";28/2/2021 18:50:47;"p4c0b43n4";28/2/2021 18:50:47
739;723;"2016009500072300000739.pdf";"\2016";"pdf";"Acuerdo de concesión de la distinción de “Alumni Destacat UPV” 2016 (CG 28-04-2016) - BOUPV 95.pdf";;"Acuerdo de concesión de la distinción de “Alumni Destacat Universitat Politècnica de València” 2016";;"p4c0b43n4";28/2/2021 18:52:12;"p4c0b43n4";28/2/2021 18:52:12
740;724;"2016009500072400000740.pdf";"\2016";"pdf";"Relación de patentes de la UPV (CG 28-04-2016) - BOUPV 95.pdf";;"Relación de patentes de la UPV";;"p4c0b43n4";28/2/2021 18:52:45;"p4c0b43n4";28/2/2021 18:52:45
741;725;"2016009600072500000741.pdf";"\2016";"pdf";"Acuerdos del Consejo de Gobierno del día 9 de junio de 2016 (CG 09-06-2016) - BOUPV 96.pdf";;"Acuerdos del Consejo de Gobierno del día 9 de junio de 2016";;"p4c0b43n4";28/2/2021 18:53:32;"p4c0b43n4";28/2/2021 18:53:32
742;726;"2016009600072600000742.pdf";"\2016";"pdf";"Acuerdo de equiparación de la Escuela de Doctorado a las Escuelas y Facultades de la UPV (CG 09-06-2016) - BOUPV 96.pdf";;"Acuerdo de equiparación de la Escuela de Doctorado a las Escuelas y Facultades de la UPV";;"p4c0b43n4";28/2/2021 18:53:59;"p4c0b43n4";28/2/2021 18:53:59
743;727;"2016009600072700000743.pdf";"\2016";"pdf";"Acuerdo de modificaciòn de la oferta de plazas en másteres para el curso 2016-17 (CG 09-06-2016) - BOUPV 96.pdf";;"Acuerdo de modificaciòn de la oferta de plazas en másteres para el curso 2016-17";;"p4c0b43n4";28/2/2021 18:55:26;"p4c0b43n4";28/2/2021 18:55:26
744;729;"2016009700072900000744.pdf";"\2016";"pdf";"Acuerdos del Consejo de Gobierno del día 21 de julio de 2016 (CG 21-07-2016) - BOUPV 97.pdf";;"Acuerdos del Consejo de Gobierno del día 21 de julio de 2016";;"p4c0b43n4";28/2/2021 18:58:55;"p4c0b43n4";28/2/2021 18:58:55
745;730;"2016009700073000000745.pdf";"\2016";"pdf";"Modificación parcial del Reglamento Electoral de la UPV (CG 21-07-2016) - BOUPV 97.pdf";;"Modificación parcial del Reglamento Electoral de la UPV";;"p4c0b43n4";28/2/2021 18:59:51;"p4c0b43n4";28/2/2021 18:59:51
746;731;"2016009700073100000746.pdf";"\2016";"pdf";"Acuerdo de delegación en la Junta Electoral de la convocatoria y calendario de las elecciones a celebrar en 2016 (CG 21-07-2016) - BOUPV 97.pdf";;"Acuerdo de delegación en la Junta Electoral de la realización de la convocatoria y calendario de las elecciones a celebrar en 2016";;"p4c0b43n4";28/2/2021 19:05:38;"p4c0b43n4";28/2/2021 19:05:38
747;732;"2016009700073200000747.pdf";"\2016";"pdf";"Acuerdo de aplicación de la normativa de progreso y permanencia en el curso 2016-2017 (CG 21-07-2016) - BOUPV 97.pdf";;"Acuerdo de aplicación de la normativa de progreso y permanencia en el curso 2016-2017";;"p4c0b43n4";28/2/2021 19:06:59;"p4c0b43n4";28/2/2021 19:06:59
748;733;"2016009700073300000748.pdf";"\2016";"pdf";"Acuerdo de creación de la Comisión de Deportes de la UPV (CG 21-07-2016) - BOUPV 97.pdf";;"Acuerdo de creación de la Comisión de Deportes de la UPV";;"p4c0b43n4";28/2/2021 19:09:13;"p4c0b43n4";28/2/2021 19:09:13
749;734;"2016009700073400000749.pdf";"\2016";"pdf";"Acuerdo de creación del Programa de Ayuda a Deportistas de Alto Nivel de la UPV (CG 21-07-2016) - BOUPV 97.pdf";;"Acuerdo de creación del Programa de Ayuda a Deportistas de Alto Nivel de la UPV";;"p4c0b43n4";28/2/2021 19:09:41;"p4c0b43n4";28/2/2021 19:09:41
750;735;"2016009700073500000750.pdf";"\2016";"pdf";"Convocatoria de elecciones y calendario a CDI y de renovación de representantes de alumnos 2016 (JE 09-09-2016) - BOUPV 97S.pdf";;"Convocatoria de elecciones y calendario a centros, departamentos, institutos universitarios de investigación y de renovación de representantes de alumnos 2016";;"p4c0b43n4";28/2/2021 19:11:13;"p4c0b43n4";28/2/2021 19:11:13
751;736;"2016009700073600000751.pdf";"\2016";"pdf";"Reglamento de régimen electoral de la UPV [TC] - BOUPV 97S.pdf";;"Reglamento de régimen electoral de la UPV [TC]";;"p4c0b43n4";28/2/2021 19:12:30;"p4c0b43n4";28/2/2021 19:12:30
752;737;"2016009800073700000752.pdf";"\2016";"pdf";"Acuerdos del Consejo de Gobierno de 4 de octubre de 2016 (CG 04-10-2016) - BOUPV 98.pdf";;"Acuerdos del Consejo de Gobierno de 4 de octubre de 2016";;"p4c0b43n4";28/2/2021 19:19:58;"p4c0b43n4";28/2/2021 19:19:58
753;738;"2016009800073800000753.pdf";"\2016";"pdf";"Modificación parcial del Reglamento de Centro de Investigación de la UPV (CG 04-10-2016) - BOUPV 98.pdf";;"Modificación parcial del Reglamento de Centro de Investigación de la UPV";;"p4c0b43n4";28/2/2021 19:20:37;"p4c0b43n4";28/2/2021 19:32:47
754;739;"2016009800073900000754.pdf";"\2016";"pdf";"Reglamento de Centro de Investigación de la UPV [TC] - BOUPV 98.pdf";;"Reglamento de Centro de Investigación de la UPV [TC]";;"p4c0b43n4";28/2/2021 19:22:52;"p4c0b43n4";28/2/2021 19:31:30
755;740;"2016009800074000000755.pdf";"\2016";"pdf";"Modificación parcial del Reglamento de Honores y Distinciones de la UPV (CG 04-10-2016) - BOUPV 98.pdf";;"Modificación parcial del Reglamento de Honores y Distinciones de la UPV";;"p4c0b43n4";28/2/2021 19:27:40;"p4c0b43n4";28/2/2021 19:27:40
756;741;"2016009800074100000756.pdf";"\2016";"pdf";"Reglamento de Honores y Distinciones de la UPV [TC] - BOUPV 98.pdf";;"Reglamento de Honores y Distinciones de la UPV [TC]";;"p4c0b43n4";28/2/2021 19:29:40;"p4c0b43n4";28/2/2021 19:31:07
757;742;"2016009800074200000757.pdf";"\2016";"pdf";"Reglamento del Registro de Asociaciones de la UPV (CG 04-10-2016) - BOUPV 98.pdf";;"Reglamento del Registro de Asociaciones de la UPV";;"p4c0b43n4";28/2/2021 19:34:20;"p4c0b43n4";28/2/2021 19:34:20
758;743;"2016009800074300000758.pdf";"\2016";"pdf";"Modificación parcial del Reglamento del BOUPV (CG 04-10-2016) - BOUPV 98.pdf";;"Modificación parcial del Reglamento del BOUPV";;"p4c0b43n4";28/2/2021 19:35:07;"p4c0b43n4";28/2/2021 19:35:07
759;744;"2016009800074400000759.pdf";"\2016";"pdf";"Reglamento del BOUPV [TC] (CG 04-10-2016) - BOUPV 98.pdf";;"Reglamento del Boletín Oficial de la Universidad Politécnica de Valencia (BOUPV) [TC]";;"p4c0b43n4";28/2/2021 19:40:51;"p4c0b43n4";28/2/2021 19:40:51
760;745;"2016009800074500000760.pdf";"\2016";"pdf";"Modificación parcial de la Normativa de Régimen Académico y Evaluación del Alumnado (CG 04-10-2016) - BOUPV 98.pdf";;"Modificación parcial de la Normativa de Régimen Académico y Evaluación del Alumnado";;"p4c0b43n4";28/2/2021 19:45:08;"p4c0b43n4";28/2/2021 19:45:08
761;746;"2016009800074600000761.pdf";"\2016";"pdf";"Normativa de Régimen Académico y Evaluación del Alumnado [TC] (CG 04-10-2016) - BOUPV 98.pdf";;"Normativa de Régimen Académico y Evaluación del Alumnado [TC]";;"p4c0b43n4";28/2/2021 19:46:17;"p4c0b43n4";28/2/2021 19:46:17
762;747;"2016009800074700000762.pdf";"\2016";"pdf";"Reglamento Regulador Gestión de las Actividades de Investigación, Desarrollo, Transferencia de Tecnología y Formación no reglada UPV (CG 04-10-2016) - BOUPV 98.pdf";;"Reglamento Regulador Gestión de las Actividades de Investigación, Desarrollo, Transferencia de Tecnología y Formación no reglada de la UPV";;"p4c0b43n4";28/2/2021 19:49:15;"p4c0b43n4";28/2/2021 19:49:15
763;748;"2016009900074800000763.pdf";"\2016";"pdf";"Acuerdos del Consejo de Gobierno de 3 de noviembre de 2016 (CG 03-11-2016) - BOUPV 99.pdf";;"Acuerdos del Consejo de Gobierno de 3 de noviembre de 2016";;"p4c0b43n4";28/2/2021 19:52:48;"p4c0b43n4";28/2/2021 19:52:48
764;749;"2016009900074900000764.pdf";"\2016";"pdf";"Concesión de la Distinción de Profesor Ad Honorem (CG 03-11-2016) - BOUPV 99.pdf";;"Concesión de la Distinción de Profesor Ad Honorem";;"p4c0b43n4";28/2/2021 19:53:12;"p4c0b43n4";28/2/2021 19:53:12
765;750;"2016009900075000000765.pdf";"\2016";"pdf";"Modificación parcial de la OPE PAS 2015 (CG 03-11-2016) - BOUPV 99.pdf";;"Modificación parcial de la Oferta de Empleo Público PAS 2015";;"p4c0b43n4";28/2/2021 19:55:14;"p4c0b43n4";28/2/2021 19:55:14
766;751;"2016009900075100000766.pdf";"\2016";"pdf";"Modificación de la Relación de Puestos de Trabajo del PDI (CG 03-11-2016) - BOUPV 99.pdf";;"Modificación de la Relación de Puestos de Trabajo del Personal Docente e Investigador";;"p4c0b43n4";28/2/2021 19:55:21;"p4c0b43n4";28/2/2021 19:55:21
767;752;"2014009900075200000767.pdf";"\2014";"pdf";"Normativa del Consejo Asesor del Instituto Universitario de Restauración del Patrimonio de la UPV (CIRP 11-12-2014) - BOUPV 99.pdf";;"Normativa del Consejo Asesor del Instituto Universitario de Restauración del Patrimonio de la UPV";;"p4c0b43n4";28/2/2021 20:02:32;"p4c0b43n4";28/2/2021 20:02:32
768;753;"2016010000075300000768.pdf";"\2016";"pdf";"Acuerdos del Consejo de Gobierno de 15 de diciembre de 2016 (CG 15-12-2016) - BOUPV 100.pdf";;"Acuerdos del Consejo de Gobierno de 15 de diciembre de 2016";;"p4c0b43n4";28/2/2021 20:03:55;"p4c0b43n4";28/2/2021 20:03:55
769;754;"2016010000075400000769.pdf";"\2016";"pdf";"Concesión de la Medalla XXV Años de la UPV (CG 15-12-2016) - BOUPV 100.pdf";;"Concesión de la Medalla XXV Años de la UPV";;"p4c0b43n4";28/2/2021 20:04:38;"p4c0b43n4";28/2/2021 20:04:38
770;755;"2016010000075500000770.pdf";"\2016";"pdf";"Convocatoria y calendario de elecciones de representantes de Directores en Consejo de Gobierno (CG 15-12-2016) - BOUPV 100.pdf";;"Convocatoria y calendario de las elecciones de representantes de Directores en el Consejo de Gobierno";;"p4c0b43n4";28/2/2021 20:05:16;"p4c0b43n4";28/2/2021 20:05:16
771;756;"2016010000075600000771.pdf";"\2016";"pdf";"Normativa sobre el procedimiento Mistral incidencias relativas a la actividad docente en UPV (CG 15-12-2016) - BOUPV 100.pdf";;"Normativa sobre el procedimiento Mistral de incidencias relativas a la actividad docente en la UPV";;"p4c0b43n4";28/2/2021 20:06:12;"p4c0b43n4";28/2/2021 20:06:12
772;758;"2016010000075800000772.pdf";"\2016";"pdf";"Modificación parcial Normativa admisión estudiantes con estudios universitarios (CG 15-12-2016) - BOUPV 100.pdf";;"Modificación parcial de la Normativa admisión estudiantes con estudios universitarios";;"p4c0b43n4";28/2/2021 20:09:37;"p4c0b43n4";28/2/2021 20:09:37
773;759;"2016010000075900000773.pdf";"\2016";"pdf";"Normativa para la admisión de estudiantes con estudios universitarios [TC] - BOUPV 100.pdf";;"Normativa para la admisión de estudiantes con estudios universitarios [TC]";;"p4c0b43n4";28/2/2021 20:13:34;"p4c0b43n4";28/2/2021 20:13:34
774;760;"2016010000076000000774.pdf";"\2016";"pdf";"Modificación parcial Reglamento Estructuras de Investigación, Desarrollo e Innovación UPV (CG 15-12-2016) - BOUPV 100.pdf";;"Modificación parcial del Reglamento para las Estructuras de Investigación, Desarrollo e Innovación en la UPV";;"p4c0b43n4";28/2/2021 20:16:04;"p4c0b43n4";28/2/2021 20:16:04
775;761;"2016010000076100000775.pdf";"\2016";"pdf";"Reglamento para las Estructuras de Investigación, Desarrollo e Innovación en la UPV [TC] - BOUPV 100.pdf";;"Reglamento para las Estructuras de Investigación, Desarrollo e Innovación en la UPV [TC]";;"p4c0b43n4";28/2/2021 20:17:50;"p4c0b43n4";28/2/2021 20:17:50
776;762;"2016010000076200000776.pdf";"\2016";"pdf";"Modificación parcial del acuerdo conciliación vida familiar y laboral del PDI y PAS (CG 15-12-2016) - BOUPV 100.pdf";;"Modificación parcial del acuerdo para la conciliación de la vida familiar y laboral del PDI y PAS";;"p4c0b43n4";28/2/2021 20:23:30;"p4c0b43n4";28/2/2021 20:23:30
777;763;"2016010000076300000777.pdf";"\2016";"pdf";"Oferta de Empleo Público del Personal de Administración y Servicios 2016 (CG 15-12-2016) - BOUPV 100.pdf";;"Oferta de Empleo Público del Personal de Administración y Servicios para el año 2016";;"p4c0b43n4";28/2/2021 20:26:09;"p4c0b43n4";28/2/2021 20:26:09
778;764;"2016010000076400000778.pdf";"\2016";"pdf";"Modificación parcial de la Normativa de Organización Académica (CG 15-12-2016) - BOUPV 100.pdf";;"Modificación parcial de la Normativa de Organización Académica";;"p4c0b43n4";28/2/2021 20:27:20;"p4c0b43n4";28/2/2021 20:27:20
779;765;"2016010000076500000779.pdf";"\2016";"pdf";"Normativa de Organización Académica [TC] - BOUPV 100.pdf";;"Normativa de Organización Académica [TC]";;"p4c0b43n4";28/2/2021 20:28:55;"p4c0b43n4";28/2/2021 20:30:04
780;766;"2017010000076600000780.pdf";"\2017";"pdf";"Listado de patentes - BOUPV 100.pdf";;"Listado de patentes";;"p4c0b43n4";28/2/2021 20:33:39;"p4c0b43n4";28/2/2021 20:33:39
781;767;"2017010100076700000781.pdf";"\2017";"pdf";"Acuerdos del Consejo de Gobierno de 2 de febrero de 2017 (CG 02-02-2017) - BOUPV 101.pdf";;"Acuerdos del Consejo de Gobierno de 2 de febrero de 2017";;"fmbaena";1/3/2021 9:53:39;"fmbaena";1/3/2021 9:53:39
782;768;"2017010100076800000782.pdf";"\2017";"pdf";"Modificación parcial del Reglamento del Dep de Máquinas y Motores Térmicos (CG 02-02-2017) - BOUPV 101.pdf";;"Modificación parcial del Reglamento del Departamento de Máquinas y Motores Térmicos";;"fmbaena";1/3/2021 9:54:07;"fmbaena";1/3/2021 9:54:07
783;769;"2017010100076900000783.pdf";"\2017";"pdf";"Reglamento del Dep de Máquinas y Motores Térmicos [TC] (CG 02-02-2017) - BOUPV 101.pdf";;"Reglamento del Departamento de Máquinas y Motores Térmicos [TC]";;"fmbaena";1/3/2021 9:55:15;"fmbaena";1/3/2021 9:55:15
784;770;"2017010100077000000784.pdf";"\2017";"pdf";"Constitución de Unidades Docentes del Dep de Máquinas y Motores Térmicos (CG 02-02-2017) - BOUPV 101.pdf";;"Constitución de Unidades Docentes del Departamento de Máquinas y Motores Térmicos";;"fmbaena";1/3/2021 9:57:01;"fmbaena";1/3/2021 9:57:01
785;771;"2017010100077100000785.pdf";"\2017";"pdf";"Constitución de la Sección Departamental de Alcoy del Dep de Máquinas y Motores Térmicos (CG 02-02-2017) - BOUPV 101.pdf";;"Constitución de la Sección Departamental de Alcoy del Departamento de Máquinas y Motores Térmicos";;"fmbaena";1/3/2021 9:57:12;"fmbaena";1/3/2021 9:57:12
786;772;"2017010100077200000786.pdf";"\2017";"pdf";"Reglamento del Instituto de Investigación e Innovación en Bioingeniería (I3B) de la UPV (CG 02-02-2017) - BOUPV 101.pdf";;"Reglamento del Instituto de Investigación e Innovación en Bioingeniería (I3B) de la UPV";;"fmbaena";1/3/2021 9:58:04;"fmbaena";1/3/2021 9:58:04
787;773;"2017010100077300000787.pdf";"\2017";"pdf";"Adecuación de diversas Comisiones del Consejo de Gobierno (CG 02-02-2017) - BOUPV 101.pdf";;"Adecuación de diversas Comisiones del Consejo de Gobierno";;"fmbaena";1/3/2021 9:58:37;"fmbaena";1/3/2021 9:58:37
788;774;"2017010100077400000788.pdf";"\2017";"pdf";"Creación del Grupo trabajo Código Ético UPV y Comité Seguimiento Elaboración Código Ético UPV (CG 02-02-2017) - BOUPV 101.pdf";;"Creación del “Grupo de trabajo para elaborar el Código Ético de la UPV"" y ""Comité de Seguimiento de Elaboración del Código Ético de la UPV"" y la designación de sus miembros";;"fmbaena";1/3/2021 9:59:14;"fmbaena";1/3/2021 9:59:14
789;775;"2017010100077500000789.pdf";"\2017";"pdf";"Calendario académico para el curso 2017-2018 (CG 02-02-2017) - BOUPV 101.pdf";;"Calendario académico para el curso 2017-2018";;"fmbaena";1/3/2021 9:59:59;"fmbaena";1/3/2021 9:59:59
790;776;"2017010100077600000790.pdf";"\2017";"pdf";"Oferta de plazas en Grado y Máster para el curso 2017-2018 (CG 02-02-2017) - BOUPV 101.pdf";;"Oferta de plazas en Grado y Máster para el curso 2017-2018";;"fmbaena";1/3/2021 10:00:33;"fmbaena";1/3/2021 10:00:33
791;777;"2017010100077700000791.pdf";"\2017";"pdf";"Modificación de la Relación de Puestos de Trabajo del PDI (CG 02-02-2017) - BOUPV 101.pdf";;"Modificación de la Relación de Puestos de Trabajo del PDI";;"fmbaena";1/3/2021 10:01:13;"fmbaena";1/3/2021 10:01:13
792;778;"2017010100077800000792.pdf";"\2017";"pdf";"POD para el curso 2017-2018 (CG 02-02-2017) - BOUPV 101.pdf";;"POD para el curso 2017-2018";;"fmbaena";1/3/2021 10:02:53;"fmbaena";1/3/2021 10:02:53
